Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EmployeeCount,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Location,DailyRate,HourlyRate,MonthlyRate,EnvironmentSatisfaction,Tenure_Years
58,Yes,Non-Travel,Admin,23,M.Sc,5,Female,1,1,Senior,1,Single,159195.0,3,No,21.9,3,2,11,1,2,1,4,3,Bangalore,1064,70,38978,1,1
36,No,Travel_Frequently,HR,9,B.Tech,2,Male,3,3,Lead,3,Divorced,52248.0,8,No,21.3,1,2,11,5,1,2,10,0,Mumbai,1889,173,29477,3,2
44,Yes,Travel_Frequently,Finance,21,High School,3,Female,4,1,Executive,5,Divorced,184804.0,6,Yes,21.2,4,4,1,4,3,0,8,6,Kolkata,1503,191,42073,4,0
57,No,Non-Travel,HR,18,High School,2,Female,3,2,Executive,3,Divorced,25227.0,1,No,20.1,4,2,19,4,1,6,7,6,Pune,803,173,26986,3,6
48,Yes,Non-Travel,Marketing,25,Bachelor's,4,Female,1,2,Manager,3,Divorced,54990.0,4,Yes,19.8,3,1,19,3,3,11,1,2,Pune,1632,76,29685,3,11
38,No,Travel_Rarely,Engineering,13,PhD,5,Male,1,5,Analyst,1,Single,105486.0,8,No,24.8,1,4,8,2,2,3,1,5,Mumbai,1739,74,13233,1,3
45,Yes,Non-Travel,Marketing,7,M.Sc,3,Female,3,2,Associate,2,Married,157375.0,7,Yes,13.3,2,2,23,1,3,8,2,7,Hyderabad,806,149,11859,2,8
29,No,Travel_Frequently,Admin,24,Diploma,2,Female,4,1,Associate,3,Married,102494.0,2,Yes,10.4,4,1,19,2,4,4,7,10,Kolkata,1637,90,48918,4,4
45,No,Travel_Frequently,HR,27,MBA,4,Male,2,5,Specialist,3,Divorced,155692.0,8,Yes,18.6,3,3,16,3,4,0,3,4,Jaipur,1693,129,16640,1,0
54,Yes,Travel_Frequently,Marketing,4,MBA,3,Female,3,4,Executive,1,Married,58845.0,0,Yes,21.8,10,2,4,6,4,4,0,6,Bangalore,1209,197,10782,2,4
60,Yes,Non-Travel,Operations,18,Bachelor's,3,Female,1,4,Manager,1,Divorced,198986.0,9,Yes,15.0,1,1,12,4,1,15,1,6,Bangalore,685,153,26075,2,15
52,Yes,Travel_Rarely,Admin,14,Diploma,3,Male,2,2,Junior,3,Divorced,37917.0,0,No,24.8,3,1,15,6,2,1,5,5,Jaipur,1515,145,24138,2,1
39,No,Non-Travel,Marketing,28,M.Sc,4,Male,4,3,Analyst,3,Separated,71935.0,2,Yes,11.3,2,4,18,5,1,14,5,10,Pune,1034,102,37840,4,14
59,No,Travel_Frequently,Sales,24,High School,4,Male,4,3,Associate,2,Married,45702.0,0,No,11.8,1,1,10,2,4,5,7,8,Bangalore,1769,130,39913,4,5
42,No,Non-Travel,Marketing,8,Diploma,4,Female,3,3,Lead,1,Divorced,232235.0,4,No,16.4,3,3,21,5,4,11,5,10,Chandigarh,1005,103,49765,4,11
54,No,Non-Travel,Admin,21,Bachelor's,1,Male,3,4,Associate,1,Single,160511.0,0,No,21.0,1,1,20,0,3,7,10,3,Bangalore,1695,127,39677,1,7
43,Yes,Travel_Rarely,Marketing,9,High School,2,Female,1,2,Lead,3,Separated,53135.0,8,No,14.6,4,1,6,2,3,3,4,0,Bangalore,791,92,40019,1,3
44,Yes,Travel_Rarely,Admin,9,Diploma,4,Female,4,2,Specialist,1,Married,35464.0,1,No,20.5,1,1,0,1,2,0,5,3,Jaipur,982,107,47040,4,0
29,No,Travel_Frequently,Admin,11,MBA,4,Female,4,3,Manager,3,Married,91983.0,2,Yes,19.8,4,4,18,5,3,14,3,2,Jaipur,584,122,36755,1,14
27,Yes,Travel_Frequently,Admin,10,MBA,3,Female,4,5,Junior,2,Single,191281.0,4,Yes,15.5,1,2,1,0,4,0,7,4,Chandigarh,1988,87,32108,3,0
35,No,Travel_Frequently,IT,8,High School,4,Female,1,3,Executive,3,Married,42506.0,2,Yes,20.7,3,1,21,2,1,5,1,9,Jaipur,1636,190,24656,1,5
22,Yes,Travel_Frequently,HR,21,Bachelor's,3,Female,1,1,Analyst,3,Married,126283.0,10,Yes,11.4,1,2,16,3,1,3,7,0,Chandigarh,819,155,29552,1,3
25,No,Travel_Frequently,Marketing,19,M.Sc,1,Female,4,2,Analyst,1,Divorced,80226.0,10,Yes,22.1,4,1,12,3,3,0,4,6,Kolkata,993,97,26515,1,0
37,No,Non-Travel,Support,12,Bachelor's,4,Male,4,2,Specialist,2,Married,-5000.0,10,Yes,12.3,2,3,10,4,3,8,3,8,Delhi,942,158,26975,1,8
24,Yes,Non-Travel,IT,-10,B.Tech,2,Female,4,2,Executive,3,Single,215852.0,4,Yes,16.8,3,1,24,1,2,4,3,4,Jaipur,1497,69,29137,4,4
44,Yes,Non-Travel,Finance,4,MBA,2,Female,3,5,Specialist,2,Married,225436.0,9,No,22.6,3,2,17,2,4,15,5,9,Ahmedabad,1625,179,21459,2,15
50,Yes,Travel_Frequently,HR,30,Diploma,4,Female,3,1,Specialist,3,Single,146073.0,9,Yes,22.7,0,1,14,5,3,11,7,1,Delhi,832,174,17969,1,11
57,Yes,Non-Travel,Support,26,M.Sc,1,Female,3,3,Junior,3,Single,107172.0,1,Yes,13.3,3,2,0,0,3,0,3,0,Pune,1137,197,26576,4,0
42,No,Non-Travel,Marketing,4,Master's,3,Male,2,2,Junior,2,Separated,200892.0,10,No,13.7,3,2,23,1,4,4,3,5,Delhi,1018,178,39561,5,4
27,No,Travel_Frequently,Operations,1,PhD,2,Male,2,4,Executive,3,Separated,34555.0,0,No,18.4,4,2,17,5,2,12,5,9,Pune,1370,168,47571,4,12
51,Yes,Travel_Rarely,R&D,26,B.Tech,2,Male,3,5,Specialist,4,Separated,202349.0,2,No,13.0,4,2,7,5,1,7,7,3,Chennai,1685,146,34367,3,7
47,Yes,Travel_Rarely,Sales,16,B.Tech,5,Female,4,5,Senior,1,Married,0.0,0,No,23.8,2,3,7,4,2,4,2,4,Pune,1493,125,37342,2,4
22,No,Travel_Frequently,Finance,13,MBA,4,Female,1,1,Specialist,3,Divorced,207390.0,4,Yes,17.8,2,4,3,2,1,3,6,6,Ahmedabad,1685,143,27331,1,3
52,No,Travel_Rarely,Sales,23,Bachelor's,2,Female,2,1,Analyst,1,Divorced,114980.0,0,Yes,18.8,1,4,20,5,3,3,9,4,Mumbai,1416,63,20080,3,3
55,No,Travel_Frequently,IT,15,Diploma,2,Female,3,1,Executive,3,Divorced,150141.0,6,No,24.8,1,1,0,4,3,0,1,2,Hyderabad,1741,132,42941,3,0
39,No,Travel_Rarely,Sales,20,Diploma,5,Male,3,3,Senior,3,Separated,70637.0,0,Yes,12.5,2,3,12,2,4,1,1,6,Delhi,1482,97,49480,1,1
59,Yes,Travel_Frequently,Engineering,29,Bachelor's,2,Female,3,3,Lead,2,Married,77684.0,8,Yes,15.8,3,1,1,1,4,1,6,10,Mumbai,1974,124,27115,2,1
38,Yes,Travel_Rarely,Marketing,1,Diploma,2,Female,3,5,Senior,4,Married,101460.0,5,No,24.5,4,3,0,2,4,0,5,9,Ahmedabad,1078,98,37884,3,0
57,Yes,Non-Travel,Finance,18,High School,5,Female,1,2,Associate,3,Separated,232009.0,7,Yes,24.5,3,3,2,2,4,0,7,7,Ahmedabad,540,134,31958,3,0
33,Yes,Travel_Frequently,Admin,3,MBA,1,Male,2,4,Associate,2,Divorced,175953.0,0,No,12.6,3,1,17,4,3,10,7,1,Jaipur,1862,67,38749,4,10
49,No,Travel_Rarely,Operations,8,Master's,2,Male,1,5,Analyst,3,Married,238592.0,7,No,22.7,3,3,10,5,1,0,7,10,Bangalore,1671,54,49197,4,0
57,Yes,Travel_Frequently,Finance,11,High School,5,Female,1,5,Senior,1,Married,97144.0,0,No,19.0,1,4,23,6,2,9,6,0,Pune,1736,119,12332,3,9
41,Yes,Travel_Frequently,Support,14,Master's,1,Male,3,5,Executive,2,Single,238879.0,2,No,12.9,3,1,3,4,3,3,9,8,Delhi,584,187,12434,1,3
51,Yes,Non-Travel,Support,4,M.Sc,3,Female,4,4,Lead,4,Single,177531.0,8,Yes,19.7,1,1,8,4,2,3,10,2,Mumbai,599,116,37312,2,3
59,Yes,Travel_Rarely,Marketing,16,Diploma,1,Male,2,3,Lead,1,Married,67907.0,4,No,15.6,3,2,17,1,2,10,1,6,Mumbai,1719,123,28522,3,10
58,Yes,Travel_Rarely,IT,4,High School,5,Male,4,2,Specialist,1,Divorced,230715.0,3,Yes,18.3,2,3,24,4,4,5,1,0,Pune,960,182,16527,1,5
53,No,Travel_Frequently,Marketing,19,Diploma,1,Female,3,3,Junior,1,Married,128184.0,0,No,17.9,2,2,23,1,1,6,10,9,Bangalore,1041,127,20400,3,6
28,Yes,Travel_Rarely,R&D,15,Diploma,4,Male,1,4,Lead,2,Single,230462.0,8,Yes,19.3,4,1,20,4,3,2,3,10,Chennai,1410,191,19550,1,2
58,No,Travel_Frequently,Finance,13,M.Sc,5,Male,2,4,Executive,3,Divorced,191215.0,6,No,19.1,2,4,21,2,2,6,0,1,Delhi,1115,141,17791,3,6
40,Yes,Travel_Rarely,Marketing,13,Bachelor's,3,Female,3,5,Associate,1,Separated,233328.0,4,No,24.0,1,4,9,0,4,0,5,0,Bangalore,839,69,43660,1,0
35,No,Travel_Rarely,Support,22,Diploma,2,Female,3,3,Associate,4,Separated,70837.0,1,No,20.2,4,1,2,0,4,1,7,4,Kolkata,1324,139,39583,1,1
27,Yes,Travel_Frequently,Marketing,8,Bachelor's,1,Male,3,1,Associate,4,Separated,125674.0,0,No,12.2,2,1,16,5,2,7,10,5,Delhi,1112,169,32470,2,7
25,Yes,Non-Travel,R&D,5,PhD,3,Female,3,1,Lead,4,Single,223454.0,5,No,12.1,3,1,0,3,2,0,3,5,Bangalore,766,118,49482,4,0
48,No,Travel_Frequently,Marketing,27,Master's,4,Female,2,4,Junior,3,Married,72537.0,3,Yes,10.3,2,1,12,2,4,3,9,0,Hyderabad,1811,76,26929,2,3
24,No,Travel_Frequently,Support,9,PhD,3,Male,3,2,Associate,2,Divorced,191311.0,9,No,10.2,10,4,19,2,2,12,2,6,Jaipur,1623,199,11038,4,12
40,Yes,Travel_Frequently,IT,15,PhD,1,Female,4,2,Junior,3,Separated,160860.0,0,No,24.7,1,1,21,1,4,5,9,9,Hyderabad,1637,158,26041,1,5
47,Yes,Non-Travel,HR,8,Bachelor's,2,Female,2,4,Manager,2,Separated,233873.0,4,Yes,16.4,3,2,18,5,3,7,1,0,Jaipur,1678,130,27566,4,7
45,Yes,Travel_Rarely,Sales,29,High School,5,Male,1,1,Manager,4,Divorced,179436.0,2,Yes,13.2,3,1,0,6,4,0,4,6,Chennai,1021,121,22111,1,0
38,No,Travel_Rarely,Sales,5,Master's,1,Male,3,2,Manager,1,Single,248137.0,3,Yes,15.6,1,3,21,0,2,11,0,8,Pune,1457,162,18955,1,11
24,Yes,Non-Travel,Sales,14,Master's,2,Female,2,1,Lead,3,Divorced,171181.0,9,No,23.8,5,3,1,2,3,1,8,1,Pune,1278,173,35062,3,1
52,No,Non-Travel,Marketing,28,M.Sc,4,Male,3,2,Senior,4,Married,219305.0,1,Yes,22.9,4,4,2,1,1,0,1,0,Bangalore,1184,131,11647,1,0
51,Yes,Travel_Frequently,Admin,20,Diploma,5,Male,1,1,Specialist,3,Single,94907.0,0,No,12.7,1,2,9,4,1,4,1,2,Ahmedabad,1414,120,28732,0,4
43,No,Travel_Rarely,HR,8,High School,4,Male,2,5,Executive,4,Married,219773.0,9,Yes,17.7,2,4,10,4,1,9,10,4,Chennai,1976,141,17685,4,9
46,Yes,Travel_Rarely,R&D,29,B.Tech,2,Female,1,4,Senior,3,Married,84825.0,4,No,12.0,3,1,18,3,3,4,8,0,Pune,1169,78,44373,2,4
47,No,Travel_Rarely,R&D,14,B.Tech,5,Female,3,5,Analyst,1,Married,145905.0,4,Yes,17.3,1,3,15,1,1,9,2,6,Jaipur,766,99,23138,1,9
31,No,Travel_Rarely,Admin,15,Diploma,5,Male,3,3,Junior,1,Divorced,172116.0,6,Yes,17.8,3,1,6,3,3,2,1,2,Pune,1981,92,11626,1,2
25,Yes,Non-Travel,R&D,22,MBA,2,Female,2,1,Lead,1,Separated,39633.0,10,No,13.9,3,4,15,1,2,10,6,2,Chennai,922,55,15412,3,10
50,Yes,Non-Travel,Sales,4,High School,4,Female,1,3,Associate,1,Married,116542.0,0,No,18.9,2,3,1,1,1,0,3,7,Chandigarh,1996,64,32065,4,0
58,Yes,Non-Travel,HR,5,B.Tech,4,Male,4,1,Junior,2,Separated,51789.0,5,Yes,13.4,3,3,8,1,3,0,4,8,Bangalore,760,146,15008,3,0
27,No,Non-Travel,IT,26,Master's,2,Male,1,2,Manager,2,Married,189200.0,0,Yes,22.4,1,3,15,0,4,5,0,1,Chandigarh,545,188,49768,3,5
36,Yes,Non-Travel,R&D,24,Bachelor's,5,Female,2,4,Executive,4,Divorced,115379.0,3,Yes,10.3,2,4,17,3,2,11,4,8,Ahmedabad,1380,110,11469,2,11
57,Yes,Non-Travel,IT,22,PhD,4,Female,3,5,Senior,3,Divorced,208965.0,3,No,19.5,2,4,10,0,3,50,9,10,Jaipur,753,117,11781,3,50
41,Yes,Travel_Rarely,Sales,21,High School,5,Female,4,1,Senior,1,Married,242793.0,5,No,14.8,3,2,10,5,2,0,10,2,Chennai,1483,147,35008,4,0
28,No,Travel_Rarely,Operations,2,Bachelor's,1,Female,4,1,Lead,4,Separated,97542.0,10,No,11.6,4,4,17,2,2,0,6,8,Chandigarh,1173,71,33800,2,0
32,No,Non-Travel,Marketing,19,High School,1,Male,3,3,Associate,4,Married,84006.0,2,No,21.2,3,2,13,1,4,2,6,8,Chennai,1662,82,44615,4,2
44,No,Non-Travel,HR,1,High School,5,Male,3,3,Associate,1,Single,30008.0,4,No,21.0,1,2,3,5,1,0,6,9,Ahmedabad,745,87,28362,3,0
60,No,Travel_Frequently,HR,20,B.Tech,2,Male,2,4,Analyst,4,Single,218791.0,6,Yes,13.6,2,2,0,5,3,0,7,2,Mumbai,502,111,45089,3,0
31,Yes,Travel_Frequently,Sales,5,B.Tech,5,Female,1,5,Associate,1,Divorced,90086.0,6,Yes,12.8,4,3,16,3,2,4,9,1,Ahmedabad,1427,52,44866,2,4
49,No,Travel_Rarely,IT,20,Bachelor's,5,Male,3,1,Junior,1,Single,159677.0,0,No,24.1,1,4,1,1,1,0,2,9,Chandigarh,1521,108,24488,1,0
24,No,Non-Travel,R&D,28,Master's,2,Male,3,1,Lead,2,Married,188990.0,0,No,19.8,3,4,0,6,3,0,5,4,Bangalore,860,147,32185,3,0
24,No,Travel_Rarely,Engineering,28,B.Tech,3,Female,3,3,Manager,3,Married,56863.0,4,Yes,16.3,4,3,9,2,1,9,1,5,Mumbai,1588,151,26294,2,9
27,Yes,Travel_Frequently,Operations,18,PhD,5,Female,1,4,Junior,1,Married,71748.0,1,Yes,14.8,2,1,25,2,1,5,4,7,Ahmedabad,776,167,33967,3,5
26,Yes,Travel_Rarely,R&D,26,Diploma,3,Female,1,4,Senior,4,Married,154108.0,0,Yes,20.6,1,2,0,2,1,0,6,5,Chennai,1905,126,49980,2,0
30,No,Travel_Frequently,Admin,7,High School,4,Female,3,4,Specialist,3,Divorced,134899.0,6,Yes,12.7,3,2,12,0,3,0,7,8,Pune,1696,109,20461,1,0
40,No,Non-Travel,Finance,16,Diploma,2,Male,3,3,Analyst,4,Divorced,244291.0,0,Yes,24.8,1,4,4,0,4,2,10,2,Hyderabad,1966,190,32245,2,2
39,Yes,Travel_Frequently,Engineering,11,Master's,1,Female,2,5,Lead,3,Divorced,100836.0,1,No,15.7,1,4,21,4,1,15,10,1,Chennai,1629,84,47811,2,15
40,Yes,Travel_Rarely,Marketing,4,Diploma,3,Female,2,1,Analyst,3,Separated,179920.0,9,Yes,22.4,3,4,24,6,1,4,9,9,Kolkata,1107,105,27382,1,4
30,Yes,Non-Travel,Admin,17,Master's,1,Female,4,3,Specialist,3,Married,141941.0,4,No,10.2,1,4,11,6,2,0,5,9,Kolkata,900,153,23738,3,0
48,Yes,Travel_Frequently,Sales,16,Bachelor's,1,Male,1,1,Junior,4,Divorced,154623.0,9,Yes,13.0,3,4,7,2,3,6,4,2,Pune,807,175,32202,2,6
54,Yes,Travel_Rarely,Finance,7,PhD,2,Female,3,3,Senior,1,Divorced,200594.0,6,Yes,12.3,4,1,17,0,3,12,2,6,Kolkata,1777,194,45243,1,12
49,No,Travel_Rarely,Engineering,13,B.Tech,2,Male,3,2,Analyst,3,Divorced,125890.0,5,No,11.1,3,1,23,2,4,4,9,8,Ahmedabad,1498,86,40672,3,4
30,Yes,Travel_Rarely,IT,24,Bachelor's,2,Female,2,2,Junior,4,Married,182554.0,0,Yes,24.0,4,2,2,6,4,1,7,4,Jaipur,1454,90,18989,3,1
39,Yes,Non-Travel,Sales,25,High School,4,Female,3,4,Junior,2,Married,249663.0,10,Yes,15.0,3,3,21,2,2,7,1,8,Hyderabad,1363,81,17073,1,7
55,Yes,Travel_Frequently,Support,27,Bachelor's,5,Male,3,3,Senior,3,Married,113530.0,3,No,12.8,2,2,14,3,1,4,2,0,Bangalore,1833,97,30319,2,4
47,Yes,Travel_Frequently,Support,12,High School,4,Female,1,5,Executive,3,Separated,240890.0,5,No,18.7,4,4,5,0,3,2,9,2,Hyderabad,668,108,21777,4,2
52,Yes,Non-Travel,Support,28,Bachelor's,3,Male,3,5,Senior,1,Single,36736.0,2,No,21.9,2,4,11,1,1,8,10,1,Bangalore,1565,142,42927,1,8
48,Yes,Travel_Rarely,Sales,28,Bachelor's,5,Male,3,3,Analyst,1,Single,27763.0,3,No,21.8,4,4,20,3,4,4,6,8,Chandigarh,1983,140,32557,2,4
40,No,Travel_Rarely,Sales,13,Bachelor's,2,Female,4,5,Lead,2,Separated,79535.0,0,No,24.6,3,2,25,5,4,9,2,3,Mumbai,1591,139,44421,1,9
53,No,Travel_Frequently,R&D,7,Diploma,1,Male,1,4,Junior,1,Single,56637.0,2,No,15.6,1,1,5,2,4,2,10,6,Mumbai,1426,55,49024,1,2
47,Yes,Travel_Rarely,HR,9,Master's,3,Female,1,1,Manager,1,Separated,137224.0,1,Yes,21.9,3,2,7,0,3,4,10,3,Chandigarh,724,135,21174,3,4
29,No,Travel_Rarely,Admin,3,Master's,4,Female,2,5,Junior,1,Single,159785.0,3,No,22.9,4,2,0,2,1,0,8,5,Bangalore,567,53,30774,4,0
29,No,Non-Travel,Operations,29,M.Sc,4,Female,2,3,Lead,3,Divorced,76600.0,9,No,11.7,3,1,8,0,4,1,2,8,Chennai,698,192,35087,4,1
51,No,Travel_Rarely,R&D,19,B.Tech,2,Female,3,1,Associate,3,Single,246306.0,3,Yes,23.7,1,4,10,1,1,8,2,10,Pune,716,69,15383,2,8
57,No,Travel_Frequently,Sales,22,Diploma,4,Female,2,3,Senior,3,Married,173605.0,8,Yes,20.7,2,1,22,6,1,13,7,5,Chennai,1293,192,18626,3,13
60,No,Non-Travel,IT,3,Bachelor's,2,Female,3,3,Analyst,4,Married,121168.0,8,No,18.0,2,3,-5,2,2,6,6,9,Kolkata,1673,196,25977,4,6
23,Yes,Travel_Rarely,Engineering,24,M.Sc,5,Female,1,1,Executive,1,Divorced,216156.0,0,No,15.4,3,4,15,3,1,13,2,3,Chandigarh,1920,172,26818,1,13
28,Yes,Travel_Rarely,Finance,5,MBA,1,Female,2,3,Specialist,3,Separated,239677.0,5,No,24.3,2,4,2,4,3,50,5,4,Chandigarh,663,192,15315,2,50
25,No,Travel_Rarely,Admin,30,Diploma,1,Male,1,5,Junior,4,Single,196912.0,6,Yes,20.4,4,4,13,1,3,12,7,1,Jaipur,1540,60,29555,3,12
22,Yes,Non-Travel,Sales,4,High School,2,Female,1,5,Analyst,3,Separated,137018.0,1,No,18.8,1,1,6,2,4,1,6,1,Bangalore,847,154,34100,3,1
54,Yes,Non-Travel,IT,22,B.Tech,4,Female,3,2,Executive,2,Single,34478.0,9,No,14.1,2,1,24,0,3,0,2,3,Kolkata,1665,99,37367,2,0
37,Yes,Travel_Frequently,HR,14,High School,2,Female,1,4,Specialist,3,Single,123014.0,0,Yes,24.5,1,2,3,2,2,2,4,6,Delhi,754,174,21422,2,2
56,Yes,Non-Travel,Support,6,Bachelor's,5,Female,3,5,Specialist,1,Single,51223.0,8,No,22.7,2,4,14,4,3,14,6,7,Pune,1550,119,44927,2,14
43,Yes,Travel_Rarely,Marketing,24,M.Sc,3,Female,3,5,Specialist,3,Divorced,157162.0,1,Yes,19.8,4,4,21,3,3,7,5,5,Delhi,1930,57,16262,4,7
40,Yes,Non-Travel,Support,21,MBA,3,Male,3,5,Executive,3,Divorced,235803.0,6,Yes,16.7,4,2,10,6,2,10,10,1,Pune,1159,164,17518,1,10
41,No,Non-Travel,R&D,18,MBA,3,Male,1,2,Senior,2,Separated,185642.0,8,No,21.3,3,4,12,2,4,11,0,5,Hyderabad,1348,104,27236,4,11
42,Yes,Travel_Frequently,Operations,18,Diploma,4,Male,1,4,Junior,2,Divorced,194304.0,7,No,11.7,1,3,7,4,3,3,0,3,Hyderabad,1298,105,41808,2,3
48,Yes,Travel_Rarely,Operations,6,Master's,3,Male,3,1,Analyst,3,Divorced,134886.0,1,Yes,22.3,4,3,15,1,1,15,0,6,Bangalore,992,114,16960,3,15
28,Yes,Non-Travel,IT,1,M.Sc,3,Female,2,5,Manager,4,Separated,97554.0,4,Yes,24.2,4,4,14,1,4,4,8,7,Kolkata,1618,53,49323,2,4
60,No,Travel_Rarely,Engineering,10,B.Tech,1,Female,2,2,Executive,2,Separated,83571.0,3,Yes,17.4,2,1,10,2,4,4,2,4,Mumbai,1498,74,21195,2,4
23,No,Travel_Rarely,HR,15,MBA,5,Female,4,5,Manager,3,Married,121850.0,0,Yes,24.5,4,4,15,4,4,12,5,10,Chandigarh,1849,53,37594,1,12
53,No,Non-Travel,Engineering,18,Bachelor's,2,Female,2,5,Specialist,4,Divorced,169165.0,5,Yes,16.0,3,1,14,2,1,8,0,9,Jaipur,598,71,24337,1,8
28,Yes,Travel_Frequently,Finance,7,PhD,4,Female,1,5,Senior,2,Divorced,120487.0,7,No,21.6,4,3,17,2,4,0,9,7,Bangalore,854,119,39129,2,0
39,No,Travel_Rarely,IT,16,Master's,4,Female,1,4,Manager,1,Separated,139251.0,2,No,12.7,3,4,7,2,2,7,5,5,Kolkata,1069,157,26532,1,7
46,Yes,Travel_Frequently,HR,24,B.Tech,5,Male,4,1,Lead,2,Divorced,101723.0,10,Yes,24.5,2,1,12,3,1,8,1,8,Kolkata,1151,146,17335,1,8
27,No,Non-Travel,Marketing,16,M.Sc,1,Female,4,3,Lead,2,Single,199864.0,0,Yes,23.2,3,2,23,1,1,2,5,6,Delhi,1764,108,17909,2,2
55,Yes,Travel_Rarely,Sales,18,Master's,2,Female,1,3,Lead,5,Separated,241044.0,0,Yes,14.3,1,4,19,4,1,0,0,6,Mumbai,1316,69,45337,1,0
40,No,Non-Travel,Finance,6,B.Tech,1,Male,3,1,Associate,4,Separated,197207.0,9,Yes,24.7,3,3,4,6,4,2,9,7,Jaipur,1816,62,20477,2,2
54,Yes,Travel_Frequently,HR,26,M.Sc,5,Male,2,4,Executive,4,Single,240306.0,0,Yes,14.9,2,3,8,4,1,4,3,6,Bangalore,1806,52,17360,4,4
23,No,Travel_Rarely,Operations,5,Diploma,2,Male,2,5,Senior,2,Married,109306.0,1,No,23.5,3,4,17,6,1,9,2,9,Ahmedabad,1287,127,13690,4,9
52,Yes,Travel_Frequently,Sales,8,B.Tech,3,Male,4,2,Analyst,2,Married,136700.0,10,Yes,17.4,4,4,24,2,1,7,4,6,Chandigarh,1335,73,40404,2,7
23,No,Travel_Rarely,IT,29,Bachelor's,4,Male,1,5,Analyst,3,Divorced,78798.0,9,No,18.7,1,4,1,1,4,1,6,5,Mumbai,802,125,20604,3,1
60,No,Non-Travel,Engineering,1,High School,1,Female,2,3,Analyst,4,Single,248858.0,4,Yes,20.5,1,3,17,4,1,1,9,6,Pune,1059,74,16480,2,1
57,Yes,Travel_Rarely,Sales,10,MBA,3,Male,1,3,Associate,1,Divorced,208259.0,9,Yes,19.9,4,1,14,0,2,12,4,3,Jaipur,1706,94,14901,2,12
32,No,Non-Travel,Marketing,6,Master's,5,Male,1,5,Lead,2,Single,140832.0,5,Yes,11.3,2,1,15,6,2,8,0,6,Chennai,1285,186,12033,1,8
29,Yes,Travel_Rarely,Engineering,7,Diploma,5,Female,2,1,Executive,3,Single,93767.0,4,Yes,19.2,4,2,4,3,3,4,9,5,Hyderabad,1503,187,11352,2,4
27,No,Travel_Rarely,Finance,14,M.Sc,3,Female,2,1,Senior,2,Single,44282.0,5,Yes,14.9,4,3,2,1,1,0,1,4,Hyderabad,1642,103,23557,3,0
25,No,Travel_Frequently,Finance,4,High School,1,Male,1,5,Manager,2,Married,120868.0,1,Yes,12.0,2,4,24,2,2,15,8,7,Pune,548,113,11043,3,15
24,No,Travel_Frequently,HR,0,B.Tech,2,Male,3,4,Executive,4,Single,236538.0,1,No,23.9,2,4,3,5,3,0,2,3,Kolkata,894,131,32567,3,0
46,Yes,Travel_Frequently,Support,21,M.Sc,1,Male,1,2,Executive,3,Separated,116137.0,3,No,11.1,4,1,18,1,3,13,4,0,Jaipur,556,50,10011,1,13
59,No,Travel_Rarely,Marketing,4,Diploma,2,Female,3,2,Lead,2,Separated,159301.0,0,No,21.4,2,1,13,5,3,7,2,5,Chandigarh,1655,51,20513,3,7
45,No,Travel_Frequently,Admin,19,M.Sc,3,Male,4,3,Junior,1,Divorced,208794.0,1,No,15.2,3,2,16,6,2,7,0,1,Kolkata,1060,109,11341,2,7
25,No,Travel_Rarely,Sales,19,High School,3,Male,1,5,Lead,5,Single,199788.0,9,Yes,19.6,2,2,11,2,3,10,0,7,Mumbai,1010,98,14922,1,10
24,No,Travel_Frequently,IT,9,Bachelor's,2,Female,2,2,Junior,2,Divorced,90804.0,3,No,10.7,2,4,16,0,4,4,2,3,Chennai,1425,185,37382,1,4
51,Yes,Travel_Rarely,Engineering,7,High School,4,Male,1,4,Associate,1,Separated,135062.0,1,Yes,24.7,1,2,8,1,4,5,0,5,Chennai,1181,125,36997,2,5
60,Yes,Travel_Rarely,Support,12,Bachelor's,3,Female,4,5,Manager,4,Married,71119.0,3,Yes,17.2,1,1,10,4,1,3,3,4,Chandigarh,537,86,23664,4,3
45,Yes,Travel_Rarely,IT,2,M.Sc,1,Male,2,5,Analyst,-1,Married,30920.0,5,Yes,20.8,2,3,0,3,1,0,9,7,Delhi,1206,86,31680,2,0
35,Yes,Travel_Rarely,Finance,5,M.Sc,3,Male,2,2,Senior,4,Single,152734.0,0,No,16.9,3,1,23,1,2,10,5,9,Bangalore,1356,58,30678,1,10
51,Yes,Travel_Frequently,Support,24,Diploma,1,Female,3,4,Lead,2,Single,141011.0,6,No,14.9,3,2,6,5,2,0,9,2,Ahmedabad,1222,186,20351,1,0
22,No,Travel_Frequently,Finance,24,Bachelor's,4,Female,4,4,Specialist,3,Separated,176805.0,0,No,12.2,3,4,2,4,1,0,0,9,Bangalore,1631,158,15638,4,0
40,Yes,Travel_Rarely,Marketing,17,M.Sc,4,Male,1,3,Junior,4,Married,233794.0,0,No,14.5,1,4,17,3,1,15,4,2,Mumbai,1139,190,12476,4,15
